52,
Номер,Время
133,23:29:02
154,23:35:01
161,23:43:38
171,23:18:15
164,22:14:42
185,23:41:11
142,22:55:37
157,23:20:08
172,22:54:40
163,21:49:48
170,23:24:35
179,22:47:31
177,23:44:07
178,22:59:30
219,23:51:06
230,23:46:30
226,23:29:25
233,23:39:48
244,17:51:28
248,23:24:31
245,22:34:55
140,23:25:38
147,23:46:19
174,23:08:19
215,23:24:26
225,22:56:04
280,20:52:50
283,23:26:49
288,21:40:27
141,23:39:14
139,23:28:57
159,23:20:23
153,22:44:03
169,23:26:42
167,23:17:26
176,22:39:44
287,19:31:28
284,22:56:03
150,23:36:23
136,22:41:07
152,23:09:44
151,23:08:05
158,23:15:23
165,22:15:25
182,23:36:00
213,23:47:26
249,22:22:10
250,21:10:24
274,18:25:39
275,20:57:54
135,22:57:17
145,23:42:49
148,23:41:30
149,23:11:21
146,22:33:50
162,22:41:28
181,22:50:38
175,23:01:50
180,22:49:23
183,22:44:36
186,23:23:02
212,23:25:21
231,23:14:25
239,23:51:44
246,22:45:24
247,22:48:19
286,21:48:12
285,22:14:42
291,22:25:17
303,22:48:26
302,20:45:04
297,17:42:23
296,22:14:05
300,22:29:09
299,21:51:39
298,21:44:27
301,22:53:36
221,23:24:10
273,17:41:31
137,23:25:37
144,22:58:50
160,22:47:39
156,23:00:20
166,23:45:01
173,23:01:14
168,22:52:56
184,23:18:47
211,23:41:00
217,23:41:21
214,23:31:58
223,23:05:07
227,23:15:52
229,23:24:30
228,23:16:55
220,22:46:34
237,23:49:29
238,23:50:01
241,23:57:57
242,23:58:45
279,20:21:51
295,23:12:42
292,22:13:48
294,22:54:29
232,23:37:44
218,23:38:07
216,23:41:33
224,22:46:20
222,23:09:48
234,23:38:14
236,23:35:36
235,23:49:33
243,23:58:18
240,23:55:43
281,14:50:18
278,20:25:58
282,20:03:29
276,19:43:24
277,22:03:49
293,21:36:17
143,21:07:30
138,23:24:39
134,23:20:31
155,23:06:11
199,23:12:44
197,23:29:16
195,23:57:36
192,23:43:21
188,23:31:37
191,23:53:19
196,23:26:20
209,23:44:17
189,23:19:21
194,23:42:09
203,23:17:13
204,23:20:36
205,23:52:30
206,23:06:09
210,23:23:57
207,23:19:05
198,23:08:17
193,23:56:39
190,22:43:28
187,23:19:35
200,23:54:14
208,23:10:28
201,22:50:26
202,23:26:38
