43,
Номер,Время
133,18:51:27
154,19:49:58
161,21:01:02
171,19:37:35
164,18:10:37
185,20:01:19
142,19:42:15
157,21:01:51
172,19:37:14
163,18:09:00
170,18:57:24
179,19:12:09
177,19:24:16
178,19:20:38
219,22:44:06
140,18:28:45
147,21:14:27
174,18:26:12
215,21:58:16
283,06:56:45
288,07:08:06
141,20:33:31
139,20:13:50
159,20:55:01
153,20:26:30
169,19:30:16
167,18:10:52
176,19:37:50
287,08:03:30
284,09:49:07
150,20:09:09
136,18:07:30
152,21:08:52
151,19:21:05
158,19:49:15
165,18:01:22
182,19:49:24
213,22:28:01
135,20:04:12
145,19:53:33
148,21:20:57
149,18:42:29
146,19:26:05
162,20:01:55
181,19:04:23
175,18:56:28
180,19:54:11
183,19:31:21
186,20:25:39
212,22:33:05
286,09:23:28
285,08:09:17
291,16:19:43
303,09:57:44
302,12:02:41
297,08:55:15
296,06:39:57
300,16:19:05
299,10:20:06
298,15:34:11
301,14:01:09
137,19:32:41
144,19:44:45
160,20:23:30
156,19:59:33
166,18:41:52
173,19:22:14
168,18:45:50
184,19:36:20
211,22:05:32
217,22:12:23
214,22:08:00
295,17:16:16
292,14:26:15
294,12:13:49
218,22:42:14
216,22:41:13
293,14:38:31
143,19:08:58
138,18:22:52
134,18:36:10
155,20:00:03
