32,
Номер,Время
107,13:48:41
118,14:36:03
147,16:21:28
153,16:41:19
156,16:42:37
172,21:42:42
173,20:59:14
177,21:53:38
103,12:55:38
109,13:11:45
137,16:04:39
155,16:42:17
169,21:02:59
164,21:08:34
168,22:09:14
176,21:51:29
179,22:28:48
175,21:51:16
219,22:19:16
224,22:20:30
227,22:45:21
239,23:47:36
248,01:29:15
246,00:21:59
245,02:16:40
255,06:15:02
260,03:11:11
270,02:34:12
110,13:43:28
149,16:33:07
150,17:22:26
183,21:56:00
214,21:36:32
232,23:08:33
273,04:44:12
287,14:18:51
288,17:35:59
106,14:26:10
129,14:43:49
119,16:23:35
138,15:29:44
136,15:29:11
158,17:20:29
151,16:25:47
166,20:12:24
165,21:46:40
174,22:27:54
259,02:54:56
263,12:54:12
283,16:19:39
285,13:05:36
105,15:49:46
134,15:44:35
139,15:21:16
161,18:10:26
152,16:30:51
159,17:18:01
171,22:08:25
186,22:20:42
217,21:53:01
249,00:35:50
242,23:51:46
282,03:53:36
275,02:59:43
104,16:36:11
124,15:35:04
117,14:45:57
123,15:02:14
133,16:19:23
140,15:33:06
142,15:45:15
143,15:49:19
145,16:20:20
157,17:15:41
180,22:13:33
178,21:48:56
181,22:03:42
185,22:01:38
184,21:57:19
213,21:33:11
222,22:16:47
237,23:43:37
240,23:42:33
244,02:19:31
262,13:37:16
269,04:41:55
284,19:11:29
286,17:53:14
290,04:00:15
289,06:54:01
291,05:15:51
296,09:05:26
303,07:30:32
300,07:25:53
297,07:36:45
298,07:42:03
301,06:14:15
299,06:11:56
302,07:10:12
102,20:41:04
108,13:07:38
226,22:32:30
271,12:24:20
256,03:59:44
254,03:30:12
264,12:15:46
268,04:19:55
277,03:29:21
101,17:20:25
100,13:22:32
125,17:13:20
111,14:14:43
131,16:08:25
146,16:17:35
144,16:01:19
162,17:46:31
160,18:41:55
163,21:35:53
170,21:03:25
167,21:48:02
182,21:45:38
211,22:21:10
215,21:42:07
216,21:55:42
225,22:29:29
220,22:18:14
221,22:11:36
231,22:56:01
230,22:51:46
234,23:28:52
233,23:39:11
241,23:45:03
243,23:55:52
272,05:21:10
281,05:57:43
295,06:07:29
293,07:40:06
294,06:38:34
122,15:08:48
126,14:47:35
114,15:06:50
120,16:47:17
115,14:22:50
228,22:58:45
258,01:12:16
265,02:30:22
252,05:41:37
253,01:25:37
261,05:07:45
267,02:32:04
121,15:17:23
116,13:23:43
127,14:59:30
112,13:04:49
132,17:48:27
128,15:06:38
130,14:49:49
113,13:19:26
212,21:30:52
218,22:03:01
229,22:46:18
223,22:16:22
238,23:38:12
235,23:38:36
236,23:35:02
250,01:54:08
247,05:47:38
251,00:58:48
274,02:39:19
278,04:58:37
276,08:39:21
280,03:55:53
279,03:16:46
292,05:53:43
148,17:14:30
135,15:44:05
141,16:11:00
154,17:02:51
193,19:50:20
190,20:20:44
197,20:11:15
196,20:30:18
198,20:13:12
188,19:24:04
189,19:32:01
205,21:03:51
194,19:54:42
195,20:11:34
208,21:38:42
206,21:31:19
209,21:20:30
202,20:31:17
204,20:57:22
210,21:17:59
187,19:29:26
191,19:42:33
199,20:57:52
192,19:50:57
207,21:23:57
201,20:45:49
200,20:22:57
203,21:02:20
257,06:36:02
266,02:58:12
