47,
Номер,Время
118,22:18:15
147,20:56:32
153,21:43:21
156,21:37:16
137,20:43:54
155,22:15:32
219,23:07:54
224,22:56:22
227,22:59:48
239,23:36:29
248,20:45:33
246,19:01:41
245,19:21:50
149,21:39:21
150,20:28:13
214,22:43:36
232,23:16:54
273,11:37:26
129,23:28:25
119,22:36:30
138,21:18:34
136,20:56:41
158,21:39:38
151,22:42:06
134,21:17:48
139,22:25:03
161,21:22:27
152,21:13:07
159,22:34:25
217,22:55:05
249,17:50:57
242,23:56:30
282,17:34:34
275,11:09:30
124,23:26:01
117,21:14:44
123,21:54:29
133,22:00:47
140,19:54:42
142,21:05:18
143,22:25:19
145,21:27:55
157,22:17:03
213,22:31:27
222,22:53:04
237,23:25:58
240,23:53:34
244,14:27:18
291,18:18:32
296,18:04:04
303,17:13:46
300,21:26:06
297,19:32:57
298,16:41:36
301,16:08:54
299,16:53:07
302,18:09:52
226,23:02:36
277,17:00:09
125,22:08:45
111,22:14:03
131,20:55:58
146,22:30:46
144,20:06:01
162,20:49:34
160,21:50:11
211,23:50:13
215,22:37:26
216,23:13:38
225,23:24:25
220,22:34:30
221,22:47:21
231,23:20:40
230,23:29:46
234,23:11:14
233,23:10:28
241,23:54:22
243,23:58:30
281,14:40:18
295,20:57:45
293,19:17:59
294,18:30:59
122,20:51:43
126,18:59:50
114,22:34:56
120,22:52:58
115,20:49:47
228,23:13:56
121,23:05:42
116,22:03:29
127,21:55:32
112,22:49:15
132,23:07:30
128,21:57:12
130,23:14:43
113,19:26:48
212,23:13:49
218,23:38:50
229,22:53:34
223,23:11:45
238,23:32:27
235,23:20:18
236,23:21:37
250,12:18:13
247,20:31:41
274,19:39:18
278,20:06:04
276,17:55:24
280,18:36:50
279,17:42:21
292,19:40:19
148,21:42:14
135,21:41:20
141,21:26:25
154,20:33:37
193,22:04:35
190,22:40:07
197,22:45:20
196,23:19:22
198,23:22:32
188,21:58:00
189,22:16:19
205,23:25:19
194,22:06:18
195,22:33:05
208,23:18:45
206,22:22:57
209,23:07:04
202,21:56:58
204,22:36:56
210,23:15:45
187,22:12:16
191,22:01:09
199,23:30:01
192,23:12:26
207,23:15:57
201,23:27:52
200,22:52:39
203,23:00:39
