33,
Номер,Время
110,21:42:55
126,14:48:58
133,15:53:23
154,16:41:05
161,17:12:41
171,17:55:00
164,17:20:00
185,19:05:00
109,17:48:30
106,21:57:31
142,15:42:38
157,16:48:48
172,18:00:00
163,17:15:00
170,17:50:00
179,18:35:00
177,18:25:00
178,18:30:00
219,22:02:13
230,23:32:44
226,23:00:26
233,23:24:00
244,03:59:37
248,02:36:57
245,03:07:13
263,15:41:56
271,14:10:36
264,13:48:41
108,21:54:57
140,15:29:16
147,16:10:51
174,18:10:00
215,21:47:53
225,22:30:14
280,16:24:11
283,03:15:00
288,03:40:00
107,19:12:26
124,16:05:18
129,17:33:45
141,15:48:26
139,16:05:07
159,17:39:26
153,17:20:04
169,17:45:00
167,17:35:00
176,18:20:00
253,07:52:20
272,13:25:43
287,03:35:00
284,03:20:00
105,18:51:19
150,16:31:18
136,15:21:19
152,17:16:43
151,16:29:15
158,17:09:42
165,17:25:00
182,18:50:00
213,21:53:35
249,01:37:11
250,01:24:49
274,10:14:46
275,14:06:22
100,15:50:51
113,14:56:00
130,15:12:10
131,16:03:38
135,15:21:13
145,16:02:37
148,17:41:27
149,16:19:28
146,16:15:29
162,18:09:16
181,18:45:00
175,18:15:00
180,18:40:00
183,18:55:00
186,19:10:00
212,21:35:01
231,23:00:13
239,23:49:32
246,00:22:51
247,02:39:57
269,18:31:02
258,09:39:44
286,03:30:00
285,03:25:00
289,17:49:55
290,17:25:26
291,05:05:35
303,07:16:39
302,05:24:38
297,05:39:32
296,05:21:37
300,06:08:59
299,06:59:58
298,08:01:34
301,07:49:23
104,18:58:43
103,17:42:44
221,22:43:40
260,17:06:10
261,09:15:49
251,15:31:47
257,13:10:13
267,16:00:49
273,08:17:03
102,20:37:36
101,22:22:20
117,15:49:25
121,14:49:04
112,17:17:32
137,15:07:23
144,16:10:10
160,17:42:15
156,17:04:24
166,17:30:00
173,18:05:00
168,17:40:00
184,19:00:00
211,21:22:50
217,21:56:42
214,21:48:26
223,22:40:54
227,22:45:52
229,22:52:29
228,22:42:31
220,22:24:10
237,23:34:56
238,23:42:51
241,23:45:57
242,23:51:12
262,15:36:00
279,14:13:56
295,06:33:16
292,04:25:59
294,04:50:39
111,15:25:16
116,14:49:24
118,16:26:57
127,16:54:50
114,16:31:08
232,23:09:42
255,03:24:02
265,14:50:22
270,22:08:56
256,13:42:13
268,17:09:48
254,22:56:03
122,16:17:56
125,15:02:07
119,14:09:27
115,14:08:18
120,13:57:08
123,14:15:02
128,16:20:53
132,16:37:31
218,22:02:21
216,22:05:56
224,22:30:43
222,22:33:59
234,23:33:30
236,23:32:37
235,23:30:46
243,23:55:39
240,23:41:33
266,21:11:55
281,12:38:58
278,15:36:30
282,15:22:01
276,14:41:14
277,12:08:43
293,06:41:52
143,15:50:25
138,16:53:33
134,15:23:55
155,17:02:38
199,20:39:33
197,20:33:27
195,20:02:44
192,20:02:47
188,19:32:37
191,20:49:23
196,20:09:28
209,21:36:02
189,19:39:03
194,20:27:12
203,20:47:48
204,20:52:55
205,21:11:23
206,20:59:22
210,21:12:05
207,21:01:23
198,20:23:35
193,19:51:40
190,19:42:36
187,19:16:50
200,20:35:49
208,21:19:26
201,20:44:44
202,20:37:33
259,10:19:32
252,16:56:02
