39,
Номер,Время
133,17:39:14
133,18:42:56
154,17:39:55
154,18:08:57
161,18:56:44
161,20:09:14
171,19:54:56
164,18:28:12
185,20:15:25
142,18:27:03
142,19:26:47
157,18:47:54
157,20:23:39
172,19:58:25
163,18:15:46
170,19:42:23
179,20:04:34
177,19:50:52
178,19:30:06
140,16:43:09
140,17:17:46
147,19:11:08
147,20:31:30
174,18:36:16
283,07:59:42
288,09:45:36
141,19:25:52
141,20:03:49
139,17:55:32
139,18:47:23
159,20:01:58
159,20:37:40
153,18:49:52
153,20:02:44
169,19:36:13
167,19:24:27
176,20:10:39
287,08:44:44
284,12:46:02
150,18:51:57
150,19:42:29
136,16:38:11
136,16:56:55
152,20:11:24
152,21:01:04
151,18:07:07
151,19:11:05
158,18:52:01
158,19:17:52
165,19:02:17
182,20:00:21
135,17:56:48
135,19:26:52
145,18:38:01
145,19:22:57
148,18:49:38
148,20:01:38
149,17:42:16
149,18:30:54
146,18:17:50
146,18:49:32
162,19:40:04
162,19:50:57
181,19:43:13
175,19:19:48
180,20:51:46
183,19:57:34
186,20:52:03
286,10:53:39
285,11:40:50
291,08:47:44
291,15:43:14
137,18:00:56
137,19:03:26
144,17:37:03
144,18:47:10
160,19:04:44
160,19:34:34
156,19:10:09
156,19:22:16
166,18:49:38
173,19:36:39
168,19:31:51
184,19:41:47
295,12:49:59
295,14:35:40
292,11:43:33
292,13:57:48
294,09:22:33
294,11:42:12
293,10:50:20
293,13:55:21
143,17:04:39
143,18:15:49
138,17:41:25
138,18:06:56
134,16:38:00
134,18:01:16
155,19:04:14
155,19:44:38
